0.111584	0.249804	0.294279	0.010000
0.127070	0.305651	0.288761	0.020000
0.146743	0.369470	0.283479	0.030000
0.171048	0.443344	0.278478	0.040000
0.200598	0.529591	0.273824	0.050000
0.236182	0.630844	0.269613	0.060000
0.278782	0.750142	0.265976	0.070000
0.329596	0.891023	0.263103	0.080000
0.390071	1.057633	0.261258	0.090000
0.461942	1.254850	0.260816	0.100000
0.547282	1.488427	0.262303	0.110000
0.648556	1.765158	0.266460	0.120000
0.768693	2.093071	0.274329	0.130000
0.911172	2.481652	0.287375	0.140000
1.080114	2.942108	0.307657	0.150000
1.280401	3.487657	0.338067	0.160000
1.517808	4.133870	0.382668	0.170000
1.799157	4.899034	0.447160	0.180000
2.132496	5.804554	0.539536	0.190000
2.527294	6.875336	0.670993	0.200000
2.994655	8.140136	0.857189	0.210000
3.547540	9.631758	1.119971	0.220000
4.200976	11.386964	1.489724	0.230000
4.972216	13.445829	2.008524	0.240000
5.880781	15.850120	2.734258	0.250000
6.948283	18.640005	3.745850	0.260000
8.197846	21.848089	5.149496	0.270000
9.652851	25.489252	7.085398	0.280000
11.334581	29.544359	9.733493	0.290000
13.258211	33.935684	13.315022	0.300000
15.426428	38.492729	18.083992	0.310000
17.820049	42.910225	24.299028	0.320000
20.385489	46.707664	32.163231	0.330000
23.020370	49.213013	41.721859	0.340000
25.561306	49.609646	52.723225	0.350000
27.781553	47.091286	64.484726	0.360000
29.408836	41.137920	75.855782	0.370000
30.170433	31.836155	85.388855	0.380000
29.860012	20.059389	91.749687	0.390000
28.402449	7.318347	94.213280	0.400000
25.883884	-4.718304	92.952164	0.410000
22.528387	-14.774536	88.920189	0.420000
18.633028	-22.271574	83.424591	0.430000
14.494604	-27.279547	77.673264	0.440000
10.357747	-30.253311	72.517273	0.450000
6.394652	-31.753860	68.415039	0.460000
2.709662	-32.268486	65.522652	0.470000
-0.643865	-32.139423	63.809898	0.480000
-3.644526	-31.563238	63.149708	0.490000
-6.287031	-30.622313	63.370262	0.500000
-8.571324	-29.324963	64.278893	0.510000
-10.496543	-27.643784	65.670853	0.520000
-12.059031	-25.548588	67.333832	0.530000
-13.253428	-23.032301	69.054871	0.540000
-14.075777	-20.128000	70.632538	0.550000
-14.527561	-16.915165	71.893341	0.560000
-14.619460	-13.514318	72.708565	0.570000
-14.373822	-10.071609	73.006531	0.580000
-13.825153	-6.737545	72.776154	0.590000
-13.018488	-3.645667	72.060425	0.600000
-12.006069	-0.896507	70.941788	0.610000
-10.843135	1.450139	69.523651	0.620000
-9.583714	3.374550	67.912712	0.630000
-8.277160	4.890255	66.205429	0.640000
-6.965793	6.034178	64.480087	0.650000
-5.683752	6.856600	62.794079	0.660000
-4.456841	7.412749	61.184940	0.670000
-3.303112	7.756774	59.673592	0.680000
-2.233872	7.938072	58.268341	0.690000
-1.254862	7.999491	56.968781	0.700000
-0.367447	7.976867	55.769093	0.710000
0.430307	7.899350	54.660561	0.720000
1.142698	7.790144	53.633381	0.730000
1.775633	7.667393	52.677837	0.740000
2.336016	7.545063	51.785019	0.750000
2.831293	7.433745	50.947174	0.760000
3.269096	7.341341	50.157864	0.770000
3.657000	7.273643	49.411957	0.780000
4.002337	7.234791	48.705559	0.790000
4.312079	7.227662	48.035881	0.800000
4.592769	7.254159	47.401108	0.810000
4.850471	7.315454	46.800274	0.820000
5.090755	7.412168	46.233154	0.830000
5.318705	7.544513	45.700157	0.839999
5.538918	7.712393	45.202255	0.849999
5.755534	7.915473	44.740921	0.859999
5.972256	8.153217	44.318092	0.869999
6.192372	8.424907	43.936131	0.879999
6.418777	8.729624	43.597794	0.889999
6.653991	9.066219	43.306232	0.899999
6.900171	9.433255	43.064949	0.909999
7.159116	9.828927	42.877789	0.919999
7.432259	10.250965	42.748886	0.929999
7.720655	10.696519	42.682629	0.939999
8.024957	11.162027	42.683559	0.949999
8.345378	11.643075	42.756275	0.959999
8.681649	12.134251	42.905270	0.969999
9.032963	12.629007	43.134727	0.979999
9.397909	13.119546	43.448284	0.989999
9.774412	13.596736	43.848701	0.999999
10.159664	14.050097	44.337505	1.009999
10.550069	14.467863	44.914558	1.019999
10.941199	14.837168	45.577625	1.029999
11.327786	15.144357	46.321907	1.039999
11.703741	15.375466	47.139641	1.049999
12.062227	15.516860	48.019772	1.059999
12.395798	15.556026	48.947796	1.069999
12.696599	15.482476	49.905823	1.079999
12.956639	15.288708	50.872917	1.089999
13.168128	14.971107	51.825752	1.099999
13.323860	14.530689	52.739582	1.109999
13.417624	13.973572	53.589474	1.119999
13.444603	13.311047	54.351715	1.129999
13.401721	12.559217	55.005234	1.139999
13.287911	11.738193	55.532894	1.149999
13.104259	10.870892	55.922485	1.159999
12.854004	9.981601	56.167309	1.169999
12.542410	9.094444	56.266266	1.179999
12.176490	8.231952	56.223495	1.189999
11.764636	7.413864	56.047604	1.199999
11.316188	6.656301	55.750641	1.209999
10.840972	5.971324	55.346954	1.219999
10.348861	5.366879	54.852058	1.229999
9.849385	4.847065	54.281639	1.239999
9.351417	4.412629	53.650761	1.249999
8.862933	4.061603	52.973293	1.259999
8.390874	3.789983	52.261589	1.269999
7.941070	3.592387	51.526321	1.279999
7.518241	3.462652	50.776505	1.289999
7.126050	3.394319	50.019604	1.299999
6.767190	3.381030	49.261715	1.309999
6.443500	3.416813	48.507786	1.319999
6.156093	3.496279	47.761826	1.329999
5.905487	3.614744	47.027111	1.339999
5.691730	3.768288	46.306389	1.349999
5.514523	3.953774	45.602024	1.359999
5.373322	4.168824	44.916157	1.369999
5.267442	4.411782	44.250809	1.379999
5.196126	4.681654	43.607990	1.389999
5.158622	4.978048	42.989788	1.399999
5.154235	5.301098	42.398449	1.409999
5.182365	5.651392	41.836433	1.419999
5.242546	6.029894	41.306503	1.429999
5.334456	6.437860	40.811779	1.439999
5.457938	6.876754	40.355804	1.449999
5.612993	7.348145	39.942623	1.459999
5.799773	7.853599	39.576843	1.469999
6.018561	8.394553	39.263710	1.479999
6.269742	8.972156	39.009174	1.489999
6.553753	9.587086	38.819946	1.499999
6.871030	10.239332	38.703541	1.509999
7.221927	10.927930	38.668289	1.519999
7.606622	11.650644	38.723309	1.529999
8.025000	12.403614	38.878410	1.539999
8.476501	13.180942	39.143913	1.549999
8.959960	13.974253	39.530350	1.559999
9.473400	14.772245	40.048012	1.569999
10.013819	15.560271	40.706318	1.579999
10.576946	16.320004	41.512955	1.589999
11.157010	17.029291	42.472816	1.599999
11.746514	17.662279	43.586712	1.609999
12.336069	18.189945	44.849945	1.619999
12.914310	18.581158	46.250862	1.629999
13.467947	18.804338	47.769558	1.639999
13.981999	18.829765	49.377010	1.649999
14.440246	18.632399	51.034943	1.659999
14.825921	18.195009	52.696690	1.669999
15.122642	17.511189	54.309258	1.679999
15.315506	16.587709	55.816628	1.689999
15.392272	15.445704	57.164005	1.699999
15.344471	14.120214	58.302525	1.709999
15.168296	12.657953	59.193676	1.719999
14.865126	11.113482	59.812717	1.729999
14.441587	9.544340	60.150410	1.739999
13.909129	8.005952	60.212856	1.749999
13.283168	6.547105	60.019531	1.759999
12.581933	5.206675	59.599995	1.769999
11.825167	4.011914	58.989956	1.779999
11.032852	2.978295	58.227409	1.789999
10.224101	2.110608	57.349335	1.799999
9.416286	1.404880	56.389313	1.809999
8.624455	0.850650	55.376095	1.819999
7.861034	0.433229	54.333035	1.829999
7.135743	0.135695	53.278194	1.839999
6.455717	-0.059518	52.224873	1.849999
5.825736	-0.169454	51.182346	1.859999
5.248537	-0.209863	50.156704	1.869999
4.725150	-0.194756	49.151608	1.879999
4.255242	-0.136206	48.168980	1.889999
3.837433	-0.044320	47.209553	1.899999
3.469581	0.072670	46.273293	1.909999
3.149031	0.208252	45.359726	1.919999
2.872819	0.357451	44.468147	1.929999
2.637846	0.516630	43.597782	1.939999
2.441006	0.683302	42.747875	1.949998
2.279295	0.855954	41.917751	1.959998
2.149884	1.033895	41.106842	1.969998
2.050177	1.217119	40.314705	1.979998
1.977853	1.406195	39.541027	1.989998
1.930886	1.602180	38.785625	1.999998
1.907563	1.806544	38.048462	2.009999
1.906492	2.021121	37.329628	2.019999
1.926604	2.248072	36.629368	2.029999
1.967151	2.489861	35.948090	2.039999
2.027708	2.749247	35.286385	2.049999
2.108164	3.029282	34.645054	2.059999
2.208725	3.333318	34.025146	2.069999
2.329913	3.665029	33.428017	2.079998
2.472564	4.028420	32.855377	2.089998
2.637832	4.427855	32.309383	2.099998
2.827197	4.868073	31.792721	2.109998
3.042465	5.354198	31.308735	2.119998
3.285776	5.891747	30.861572	2.129998
3.559611	6.486610	30.456356	2.139998
3.866790	7.144999	30.099401	2.149998
4.210469	7.873363	29.798462	2.159998
4.594125	8.678234	29.563034	2.169998
5.021522	9.565990	29.404692	2.179998
5.496657	10.542494	29.337463	2.189998
6.023668	11.612576	29.378239	2.199998
6.606689	12.779311	29.547163	2.209998
7.249652	14.043024	29.867979	2.219998
7.955980	15.399972	30.368225	2.229998
8.728187	16.840652	31.079166	2.239998
9.567327	18.347719	32.035271	2.249998
10.472284	19.893538	33.272968	2.259998
11.438887	21.437550	34.828377	2.269998
12.458858	22.923786	36.733681	2.279998
13.518656	24.279112	39.011841	2.289998
14.598312	25.413118	41.669567	2.299998
15.670488	26.220810	44.688953	2.309998
16.700029	26.589342	48.018814	2.319998
17.644413	26.409645	51.567738	2.329998
18.455460	25.592754	55.201698	2.339998
19.082573	24.088848	58.749256	2.349998
19.477461	21.904907	62.016407	2.359998
19.599852	19.115391	64.810516	2.369998
19.423204	15.860774	66.969208	2.379998
18.939144	12.331712	68.386948	2.389998
18.159454	8.741456	69.031509	2.399998
17.115002	5.293633	68.945229	2.409998
15.851809	2.154212	68.231216	2.419998
14.425228	-0.565540	67.029778	2.429998
12.893599	-2.812818	65.492477	2.439998
11.312597	-4.585985	63.760559	2.449998
9.731130	-5.920937	61.951241	2.459998
8.188990	-6.876046	60.152142	2.469998
6.716123	-7.519075	58.422047	2.479998
