0.010000	0.099995	0.100000
0.020000	0.099980	0.100000
0.030000	0.099955	0.100000
0.040000	0.099920	0.099999
0.050000	0.099875	0.099999
0.060000	0.099820	0.099998
0.070000	0.099756	0.099998
0.080000	0.099681	0.099997
0.090000	0.099596	0.099996
0.100000	0.099501	0.099995
0.110000	0.099397	0.099994
0.120000	0.099282	0.099993
0.130000	0.099158	0.099992
0.140000	0.099023	0.099990
0.150000	0.098879	0.099989
0.160000	0.098725	0.099988
0.170000	0.098561	0.099986
0.180000	0.098387	0.099984
0.190000	0.098203	0.099983
0.200000	0.098010	0.099981
0.210000	0.097807	0.099979
0.220000	0.097594	0.099977
0.230000	0.097371	0.099975
0.240000	0.097139	0.099973
0.250000	0.096896	0.099971
0.260000	0.096645	0.099968
0.270000	0.096383	0.099966
0.280000	0.096112	0.099964
0.290000	0.095831	0.099961
0.300000	0.095541	0.099959
0.310000	0.095241	0.099956
0.320000	0.094932	0.099954
0.330000	0.094613	0.099951
0.340000	0.094285	0.099949
0.350000	0.093947	0.099946
0.360000	0.093600	0.099943
0.370000	0.093244	0.099940
0.380000	0.092878	0.099938
0.390000	0.092503	0.099935
0.400000	0.092119	0.099932
0.410000	0.091725	0.099929
0.420000	0.091323	0.099926
0.430000	0.090911	0.099924
0.440000	0.090490	0.099921
0.450000	0.090060	0.099918
0.460000	0.089622	0.099915
0.470000	0.089174	0.099912
0.480000	0.088717	0.099909
0.490000	0.088252	0.099907
0.500000	0.087777	0.099904
0.510000	0.087294	0.099901
0.520000	0.086803	0.099898
0.530000	0.086302	0.099895
0.540000	0.085793	0.099893
0.550000	0.085275	0.099890
0.560000	0.084749	0.099887
0.570000	0.084214	0.099885
0.580000	0.083671	0.099882
0.590000	0.083120	0.099880
0.600000	0.082560	0.099877
0.610000	0.081992	0.099875
0.620000	0.081416	0.099873
0.630000	0.080832	0.099870
0.640000	0.080239	0.099868
0.650000	0.079639	0.099866
0.660000	0.079031	0.099864
0.670000	0.078414	0.099862
0.680000	0.077790	0.099860
0.690000	0.077159	0.099858
0.700000	0.076519	0.099857
0.710000	0.075872	0.099855
0.720000	0.075217	0.099853
0.730000	0.074555	0.099852
0.740000	0.073885	0.099851
0.750000	0.073208	0.099849
0.760000	0.072523	0.099848
0.770000	0.071832	0.099847
0.780000	0.071133	0.099846
0.790000	0.070427	0.099845
0.800000	0.069714	0.099845
0.810000	0.068994	0.099844
0.820000	0.068267	0.099843
0.830000	0.067534	0.099843
0.839999	0.066793	0.099843
0.849999	0.066046	0.099842
0.859999	0.065292	0.099842
0.869999	0.064532	0.099842
0.879999	0.063765	0.099843
0.889999	0.062992	0.099843
0.899999	0.062213	0.099843
0.909999	0.061427	0.099844
0.919999	0.060636	0.099844
0.929999	0.059838	0.099845
0.939999	0.059034	0.099846
0.949999	0.058225	0.099847
0.959999	0.057409	0.099848
0.969999	0.056588	0.099849
0.979999	0.055761	0.099851
0.989999	0.054929	0.099852
0.999999	0.054091	0.099854
1.009999	0.053247	0.099855
1.019999	0.052399	0.099857
1.029999	0.051545	0.099859
1.039999	0.050686	0.099861
1.049999	0.049822	0.099863
1.059999	0.048953	0.099865
1.069999	0.048079	0.099868
1.079999	0.047200	0.099870
1.089999	0.046317	0.099873
1.099999	0.045428	0.099875
1.109999	0.044536	0.099878
1.119999	0.043639	0.099881
1.129999	0.042737	0.099883
1.139999	0.041831	0.099886
1.149999	0.040921	0.099889
1.159999	0.040007	0.099892
1.169999	0.039089	0.099895
1.179999	0.038167	0.099899
1.189999	0.037242	0.099902
1.199999	0.036312	0.099905
1.209999	0.035379	0.099908
1.219999	0.034442	0.099912
1.229999	0.033502	0.099915
1.239999	0.032559	0.099919
1.249999	0.031612	0.099922
1.259999	0.030662	0.099925
1.269999	0.029710	0.099929
1.279999	0.028754	0.099932
1.289999	0.027795	0.099936
1.299999	0.026833	0.099939
1.309999	0.025869	0.099943
1.319999	0.024902	0.099946
1.329999	0.023933	0.099949
1.339999	0.022961	0.099953
1.349999	0.021987	0.099956
1.359999	0.021011	0.099959
1.369999	0.020033	0.099962
1.379999	0.019053	0.099965
1.389999	0.018070	0.099968
1.399999	0.017086	0.099971
1.409999	0.016101	0.099974
1.419999	0.015113	0.099977
1.429999	0.014125	0.099980
1.439999	0.013134	0.099982
1.449999	0.012143	0.099985
1.459999	0.011150	0.099987
1.469999	0.010156	0.099989
1.479999	0.009161	0.099991
1.489999	0.008165	0.099993
1.499999	0.007169	0.099994
1.509999	0.006171	0.099996
1.519999	0.005173	0.099997
1.529999	0.004175	0.099998
1.539999	0.003176	0.099999
1.549999	0.002177	0.099999
1.559999	0.001177	0.100000
1.569999	0.000178	0.100000
1.579999	-0.000822	0.100000
1.589999	-0.001821	0.100000
1.599999	-0.002821	0.099999
1.609999	-0.003820	0.099998
1.619999	-0.004818	0.099997
1.629999	-0.005816	0.099996
1.639999	-0.006814	0.099994
1.649999	-0.007811	0.099992
1.659999	-0.008807	0.099989
1.669999	-0.009802	0.099987
1.679999	-0.010797	0.099984
1.689999	-0.011790	0.099980
1.699999	-0.012782	0.099976
1.709999	-0.013772	0.099972
1.719999	-0.014762	0.099968
1.729999	-0.015750	0.099963
1.739999	-0.016736	0.099958
1.749999	-0.017721	0.099952
1.759999	-0.018703	0.099946
1.769999	-0.019684	0.099939
1.779999	-0.020663	0.099932
1.789999	-0.021640	0.099925
1.799999	-0.022615	0.099917
1.809999	-0.023588	0.099909
1.819999	-0.024558	0.099900
1.829999	-0.025526	0.099891
1.839999	-0.026491	0.099881
1.849999	-0.027453	0.099871
1.859999	-0.028413	0.099860
1.869999	-0.029370	0.099849
1.879999	-0.030324	0.099838
1.889999	-0.031275	0.099825
1.899999	-0.032223	0.099813
1.909999	-0.033167	0.099799
1.919999	-0.034108	0.099786
1.929999	-0.035046	0.099771
1.939999	-0.035981	0.099756
1.949998	-0.036912	0.099741
1.959998	-0.037839	0.099725
1.969998	-0.038762	0.099709
1.979998	-0.039681	0.099692
1.989998	-0.040597	0.099674
1.999998	-0.041508	0.099656
2.009999	-0.042415	0.099637
2.019999	-0.043318	0.099617
2.029999	-0.044217	0.099597
2.039999	-0.045111	0.099577
2.049999	-0.046001	0.099556
2.059999	-0.046886	0.099534
2.069999	-0.047767	0.099512
2.079998	-0.048642	0.099489
2.089998	-0.049513	0.099465
2.099998	-0.050379	0.099441
2.109998	-0.051240	0.099416
2.119998	-0.052096	0.099391
2.129998	-0.052946	0.099365
2.139998	-0.053791	0.099338
2.149998	-0.054631	0.099311
2.159998	-0.055466	0.099283
2.169998	-0.056294	0.099255
2.179998	-0.057118	0.099226
2.189998	-0.057935	0.099196
2.199998	-0.058747	0.099166
2.209998	-0.059553	0.099135
2.219998	-0.060353	0.099104
2.229998	-0.061147	0.099072
2.239998	-0.061934	0.099039
2.249998	-0.062716	0.099006
2.259998	-0.063491	0.098972
2.269998	-0.064260	0.098938
2.279998	-0.065023	0.098903
2.289998	-0.065779	0.098868
2.299998	-0.066528	0.098832
2.309998	-0.067271	0.098795
2.319998	-0.068007	0.098758
2.329998	-0.068736	0.098720
2.339998	-0.069459	0.098682
2.349998	-0.070174	0.098643
2.359998	-0.070883	0.098604
2.369998	-0.071584	0.098564
2.379998	-0.072278	0.098524
2.389998	-0.072965	0.098483
2.399998	-0.073645	0.098442
2.409998	-0.074317	0.098400
2.419998	-0.074982	0.098358
2.429998	-0.075640	0.098316
2.439998	-0.076290	0.098272
2.449998	-0.076932	0.098229
2.459998	-0.077567	0.098185
2.469998	-0.078193	0.098141
2.479998	-0.078812	0.098096
2.489998	-0.079424	0.098051
2.499998	-0.080027	0.098005
2.509998	-0.080622	0.097959
2.519998	-0.081209	0.097913
2.529998	-0.081788	0.097867
2.539998	-0.082359	0.097820
2.549998	-0.082922	0.097773
2.559998	-0.083476	0.097725
2.569998	-0.084022	0.097678
2.579998	-0.084560	0.097630
2.589998	-0.085089	0.097581
2.599998	-0.085610	0.097533
