0.109710	0.202882	0.294257	0.010000
0.118782	0.206184	0.288651	0.020000
0.127317	0.209875	0.283178	0.030000
0.135401	0.213928	0.277835	0.040000
0.143112	0.218320	0.272621	0.050000
0.150518	0.223032	0.267534	0.060000
0.157678	0.228049	0.262570	0.070000
0.164644	0.233357	0.257729	0.080000
0.171462	0.238947	0.253008	0.090000
0.178173	0.244809	0.248407	0.100000
0.184814	0.250936	0.243924	0.110000
0.191416	0.257325	0.239558	0.120000
0.198008	0.263970	0.235307	0.130000
0.204615	0.270871	0.231171	0.140000
0.211261	0.278026	0.227149	0.150000
0.217966	0.285435	0.223241	0.160000
0.224749	0.293098	0.219445	0.170000
0.231627	0.301019	0.215762	0.180000
0.238615	0.309199	0.212190	0.190000
0.245728	0.317641	0.208731	0.200000
0.252979	0.326350	0.205383	0.210000
0.260382	0.335330	0.202148	0.220000
0.267946	0.344585	0.199025	0.230000
0.275685	0.354122	0.196015	0.240000
0.283607	0.363945	0.193118	0.250000
0.291724	0.374062	0.190335	0.260000
0.300044	0.384478	0.187668	0.270000
0.308579	0.395202	0.185117	0.280000
0.317336	0.406240	0.182683	0.290000
0.326324	0.417601	0.180368	0.300000
0.335554	0.429291	0.178174	0.310000
0.345034	0.441321	0.176103	0.320000
0.354772	0.453699	0.174155	0.330000
0.364778	0.466433	0.172335	0.340000
0.375060	0.479533	0.170644	0.350000
0.385628	0.493009	0.169085	0.360000
0.396491	0.506871	0.167661	0.370000
0.407657	0.521129	0.166376	0.380000
0.419137	0.535794	0.165233	0.390000
0.430939	0.550877	0.164235	0.400000
0.443073	0.566388	0.163387	0.410000
0.455549	0.582340	0.162694	0.420000
0.468376	0.598743	0.162160	0.430000
0.481566	0.615611	0.161791	0.440000
0.495127	0.632955	0.161591	0.450000
0.509072	0.650788	0.161567	0.460000
0.523409	0.669123	0.161726	0.470000
0.538151	0.687973	0.162074	0.480000
0.553309	0.707351	0.162617	0.490000
0.568893	0.727272	0.163365	0.500000
0.584916	0.747749	0.164325	0.510000
0.601389	0.768797	0.165505	0.520000
0.618325	0.790430	0.166916	0.530000
0.635736	0.812662	0.168567	0.540000
0.653634	0.835510	0.170468	0.550000
0.672033	0.858988	0.172630	0.560000
0.690945	0.883112	0.175066	0.570000
0.710383	0.907897	0.177788	0.580000
0.730363	0.933360	0.180808	0.590000
0.750896	0.959516	0.184141	0.600000
0.771997	0.986382	0.187802	0.610000
0.793681	1.013974	0.191807	0.620000
0.815962	1.042309	0.196171	0.630000
0.838854	1.071403	0.200912	0.640000
0.862373	1.101273	0.206049	0.650000
0.886533	1.131935	0.211601	0.660000
0.911350	1.163407	0.217589	0.670000
0.936839	1.195705	0.224034	0.680000
0.963015	1.228846	0.230959	0.690000
0.989894	1.262845	0.238387	0.700000
1.017491	1.297720	0.246345	0.710000
1.045823	1.333485	0.254857	0.720000
1.074905	1.370157	0.263954	0.730000
1.104752	1.407751	0.273662	0.740000
1.135380	1.446281	0.284014	0.750000
1.166805	1.485762	0.295041	0.760000
1.199042	1.526206	0.306777	0.770000
1.232106	1.567628	0.319257	0.780000
1.266012	1.610038	0.332517	0.790000
1.300774	1.653447	0.346598	0.800000
1.336407	1.697866	0.361538	0.810000
1.372924	1.743302	0.377380	0.820000
1.410338	1.789763	0.394167	0.830000
1.448662	1.837254	0.411946	0.839999
1.487907	1.885779	0.430762	0.849999
