-10.000000	0.885668
-9.950000	-0.345328
-9.900000	0.061475
-9.849999	0.033494
-9.799999	0.281743
-9.749999	0.287817
-9.699999	0.099051
-9.649999	0.316110
-9.599998	0.061441
-9.549998	0.402289
-9.499998	0.286708
-9.449998	0.359442
-9.399998	0.128015
-9.349998	0.428439
-9.299997	0.181082
-9.249997	0.217632
-9.199997	0.098517
-9.149997	0.144344
-9.099997	0.118686
-9.049996	0.126680
-8.999996	0.121699
-8.949996	0.033618
-8.899996	0.023593
-8.849996	0.002075
-8.799995	-0.023554
-8.749995	-0.041251
-8.699995	-0.095196
-8.649995	-0.100575
-8.599995	-0.118349
-8.549994	-0.147969
-8.499994	-0.156217
-8.449994	-0.177790
-8.399994	-0.182042
-8.349994	-0.177725
-8.299994	-0.188968
-8.249993	-0.186912
-8.199993	-0.173157
-8.149993	-0.166265
-8.099993	-0.155627
-8.049993	-0.142025
-7.999992	-0.121192
-7.949992	-0.097526
-7.899992	-0.074811
-7.849992	-0.049767
-7.799992	-0.023256
-7.749991	0.003244
-7.699991	0.030308
-7.649991	0.057146
-7.599991	0.082711
-7.549991	0.106290
-7.499990	0.127954
-7.449990	0.147460
-7.399990	0.164480
-7.349990	0.177936
-7.299990	0.188612
-7.249990	0.195494
-7.199989	0.198767
-7.149989	0.198105
-7.099989	0.194721
-7.049989	0.187579
-6.999989	0.176926
-6.949988	0.163355
-6.899988	0.146887
-6.849988	0.127925
-6.799988	0.106905
-6.749988	0.083909
-6.699987	0.059399
-6.649987	0.034095
-6.599987	0.008223
-6.549987	-0.017868
-6.499987	-0.043767
-6.449986	-0.068776
-6.399986	-0.092653
-6.349986	-0.115235
-6.299986	-0.135810
-6.249986	-0.154391
-6.199986	-0.170465
-6.149985	-0.183972
-6.099985	-0.194625
-6.049985	-0.202300
-5.999985	-0.206905
-5.949985	-0.208445
-5.899984	-0.206880
-5.849984	-0.202271
-5.799984	-0.194706
-5.749984	-0.184316
-5.699984	-0.171281
-5.649983	-0.155809
-5.599983	-0.138133
-5.549983	-0.118530
-5.499983	-0.097277
-5.449983	-0.074707
-5.399982	-0.051097
-5.349982	-0.026810
-5.299982	-0.002157
-5.249982	0.022527
-5.199982	0.046907
-5.149981	0.070680
-5.099981	0.093547
-5.049981	0.115221
-4.999981	0.135444
-4.949981	0.153976
-4.899981	0.170604
-4.849980	0.185147
-4.799980	0.197445
-4.749980	0.207377
-4.699980	0.214851
-4.649980	0.219801
-4.599979	0.222197
-4.549979	0.222041
-4.499979	0.219363
-4.449979	0.214218
-4.399979	0.206693
-4.349978	0.196896
-4.299978	0.184958
-4.249978	0.171035
-4.199978	0.155296
-4.149978	0.137927
-4.099977	0.119128
-4.049977	0.099109
-3.999977	0.078086
-3.949977	0.056283
-3.899977	0.033924
-3.849977	0.011234
-3.799978	-0.011564
-3.749978	-0.034253
-3.699978	-0.056622
-3.649978	-0.078468
-3.599978	-0.099598
-3.549978	-0.119834
-3.499978	-0.139008
-3.449978	-0.156966
-3.399978	-0.173571
-3.349978	-0.188703
-3.299978	-0.202256
-3.249978	-0.214141
-3.199978	-0.224287
-3.149978	-0.232642
-3.099978	-0.239166
-3.049978	-0.243837
-2.999978	-0.246650
-2.949978	-0.247615
-2.899978	-0.246755
-2.849978	-0.244107
-2.799978	-0.239721
-2.749979	-0.233657
-2.699979	-0.225987
-2.649979	-0.216793
-2.599979	-0.206163
-2.549979	-0.194194
-2.499979	-0.180987
-2.449979	-0.166650
-2.399979	-0.151291
-2.349979	-0.135026
-2.299979	-0.117966
-2.249979	-0.100229
-2.199979	-0.081928
-2.149979	-0.063176
-2.099979	-0.044084
-2.049979	-0.024761
-1.999979	-0.005310
-1.949979	0.014168
-1.899979	0.033577
-1.849979	0.052827
-1.799979	0.071833
-1.749979	0.090517
-1.699980	0.108805
-1.649980	0.126631
-1.599980	0.143936
-1.549980	0.160665
-1.499980	0.176772
-1.449980	0.192217
-1.399980	0.206966
-1.349980	0.220990
-1.299980	0.234270
-1.249980	0.246788
-1.199980	0.258536
-1.149980	0.269508
-1.099980	0.279707
-1.049980	0.289136
-0.999980	0.297807
-0.949980	0.305733
-0.899980	0.312934
-0.849980	0.319431
-0.799980	0.325250
-0.749980	0.330418
-0.699980	0.334967
-0.649980	0.338930
-0.599980	0.342342
-0.549980	0.345241
-0.499980	0.347665
-0.449980	0.349655
-0.399980	0.351252
-0.349980	0.352497
-0.299980	0.353434
-0.249980	0.354106
-0.199980	0.354557
-0.149980	0.354830
-0.099980	0.354971
-0.049980	0.355023
0.000020	0.355030
0.050020	0.355037
