0.000000	1.000000
0.100000	0.997502
0.200000	0.990025
0.300000	0.977626
0.400000	0.960398
0.500000	0.938470
0.600000	0.912005
0.700000	0.881201
0.800000	0.846287
0.900000	0.807524
1.000000	0.765198
1.100000	0.719622
1.200000	0.671133
1.300000	0.620086
1.400000	0.566855
1.500000	0.511827
1.600000	0.455402
1.700000	0.397985
1.800000	0.339986
1.900000	0.281818
2.000000	0.223891
2.100000	0.166607
2.200000	0.110362
2.300000	0.055540
2.400000	0.002508
2.500000	-0.048384
2.600000	-0.096805
2.700000	-0.142449
2.799999	-0.185036
2.899999	-0.224311
2.999999	-0.260052
3.099999	-0.292064
3.199999	-0.320188
3.299999	-0.344296
3.399999	-0.364295
3.499999	-0.380128
3.599999	-0.391769
3.699999	-0.399230
3.799999	-0.402556
3.899998	-0.401826
3.999998	-0.397150
4.099998	-0.388670
4.199998	-0.376557
4.299998	-0.361012
4.399998	-0.342257
4.499998	-0.320543
4.599998	-0.296138
4.699998	-0.269331
4.799998	-0.240426
4.899998	-0.209739
4.999998	-0.177598
5.099998	-0.144336
5.199997	-0.110291
5.299997	-0.075804
5.399997	-0.041211
5.499997	-0.006845
5.599997	0.026970
5.699997	0.059920
5.799997	0.091702
5.899997	0.122033
5.999997	0.150644
6.099997	0.177292
6.199996	0.201747
6.299996	0.223811
6.399996	0.243309
6.499996	0.260093
6.599996	0.274043
6.699996	0.285065
6.799996	0.293097
6.899996	0.298103
6.999996	0.300080
7.099996	0.299052
7.199996	0.295073
7.299995	0.288218
7.399995	0.278599
7.499995	0.266342
7.599995	0.251604
7.699995	0.234553
7.799995	0.215406
7.899995	0.194367
7.999995	0.171651
